datetime,date,hour,temperature,humidity,wind_speed,month,season
2023-01-03T17:00:00+05:30,2023-01-03,17,27.41,70.83,2.86,1,Northeast Monsoon
2023-01-03T18:00:00+05:30,2023-01-03,18,27.37,72.6,4.02,1,Northeast Monsoon
2023-01-03T19:00:00+05:30,2023-01-03,19,26.68,76.4,3.29,1,Northeast Monsoon
2023-01-03T20:00:00+05:30,2023-01-03,20,26.22,79.29,3.08,1,Northeast Monsoon
2023-01-03T21:00:00+05:30,2023-01-03,21,25.86,79.96,3.4,1,Northeast Monsoon
2023-01-03T22:00:00+05:30,2023-01-03,22,26.52,80.28,3.15,1,Northeast Monsoon
2023-01-03T23:00:00+05:30,2023-01-03,23,25.83,81.66,3.15,1,Northeast Monsoon
2023-01-04T00:00:00+05:30,2023-01-04,0,26.13,80.94,4.49,1,Northeast Monsoon
2023-01-04T01:00:00+05:30,2023-01-04,1,26.04,80.95,2.96,1,Northeast Monsoon
2023-01-04T02:00:00+05:30,2023-01-04,2,25.51,81.72,3.3,1,Northeast Monsoon
2023-01-04T03:00:00+05:30,2023-01-04,3,26.27,79.97,3.37,1,Northeast Monsoon
2023-01-04T04:00:00+05:30,2023-01-04,4,26.87,75.7,2.9,1,Northeast Monsoon
2023-01-04T05:00:00+05:30,2023-01-04,5,25.84,74.17,3.59,1,Northeast Monsoon
2023-01-04T06:00:00+05:30,2023-01-04,6,26.78,74.77,2.89,1,Northeast Monsoon
2023-01-04T07:00:00+05:30,2023-01-04,7,27.58,70.85,3.16,1,Northeast Monsoon
2023-01-04T08:00:00+05:30,2023-01-04,8,28.2,72.03,2.9,1,Northeast Monsoon
2023-01-04T09:00:00+05:30,2023-01-04,9,28.44,65.67,2.82,1,Northeast Monsoon
2023-01-04T10:00:00+05:30,2023-01-04,10,29.35,70.4,2.82,1,Northeast Monsoon
2023-01-04T11:00:00+05:30,2023-01-04,11,29.96,68.18,3.34,1,Northeast Monsoon
2023-01-04T12:00:00+05:30,2023-01-04,12,30.33,69.92,3.11,1,Northeast Monsoon
2023-01-04T13:00:00+05:30,2023-01-04,13,29.06,70.74,2.85,1,Northeast Monsoon
2023-01-04T14:00:00+05:30,2023-01-04,14,29.76,66.92,2.93,1,Northeast Monsoon
2023-01-04T15:00:00+05:30,2023-01-04,15,29.19,71.87,2.82,1,Northeast Monsoon
2023-01-04T16:00:00+05:30,2023-01-04,16,27.34,69.01,3.64,1,Northeast Monsoon
2023-01-04T17:00:00+05:30,2023-01-04,17,28.44,74.66,3.03,1,Northeast Monsoon
2023-01-04T18:00:00+05:30,2023-01-04,18,27.18,75.55,3.61,1,Northeast Monsoon
2023-01-04T19:00:00+05:30,2023-01-04,19,27.21,75.88,2.95,1,Northeast Monsoon
2023-01-04T20:00:00+05:30,2023-01-04,20,26.3,79.2,2.88,1,Northeast Monsoon
2023-01-04T21:00:00+05:30,2023-01-04,21,26.65,80.22,2.87,1,Northeast Monsoon
2023-01-04T22:00:00+05:30,2023-01-04,22,24.9,83.54,3.24,1,Northeast Monsoon
2023-01-04T23:00:00+05:30,2023-01-04,23,25.75,79.59,2.89,1,Northeast Monsoon
2023-01-05T00:00:00+05:30,2023-01-05,0,25.12,80.92,2.95,1,Northeast Monsoon
2023-01-05T01:00:00+05:30,2023-01-05,1,26.08,80.52,3.06,1,Northeast Monsoon
2023-01-05T02:00:00+05:30,2023-01-05,2,26.07,80.74,2.84,1,Northeast Monsoon
2023-01-05T03:00:00+05:30,2023-01-05,3,25.58,79.56,3.49,1,Northeast Monsoon
2023-01-05T04:00:00+05:30,2023-01-05,4,25.7,76.46,2.83,1,Northeast Monsoon
2023-01-05T05:00:00+05:30,2023-01-05,5,27.46,75.5,3.29,1,Northeast Monsoon
2023-01-05T06:00:00+05:30,2023-01-05,6,27.45,74.81,3.03,1,Northeast Monsoon
2023-01-05T07:00:00+05:30,2023-01-05,7,29.04,72.31,3.09,1,Northeast Monsoon
2023-01-05T08:00:00+05:30,2023-01-05,8,28.35,72.44,3.08,1,Northeast Monsoon
2023-01-05T09:00:00+05:30,2023-01-05,9,28.76,68.04,3.37,1,Northeast Monsoon
2023-01-05T10:00:00+05:30,2023-01-05,10,29.39,68.55,3.01,1,Northeast Monsoon
2023-01-05T11:00:00+05:30,2023-01-05,11,29.59,66.13,2.94,1,Northeast Monsoon
2023-01-05T12:00:00+05:30,2023-01-05,12,29.49,71.24,3.59,1,Northeast Monsoon
2023-01-05T13:00:00+05:30,2023-01-05,13,29.92,69.46,3.63,1,Northeast Monsoon
2023-01-05T14:00:00+05:30,2023-01-05,14,29.33,71.15,3.52,1,Northeast Monsoon
2023-01-05T15:00:00+05:30,2023-01-05,15,28.46,72.41,2.94,1,Northeast Monsoon
2023-01-05T16:00:00+05:30,2023-01-05,16,28.13,70.5,3.06,1,Northeast Monsoon
2023-01-05T17:00:00+05:30,2023-01-05,17,28.23,73.71,3.03,1,Northeast Monsoon
2023-01-05T18:00:00+05:30,2023-01-05,18,27.23,76.83,4.54,1,Northeast Monsoon
2023-01-05T19:00:00+05:30,2023-01-05,19,27.15,74.49,3.05,1,Northeast Monsoon
2023-01-05T20:00:00+05:30,2023-01-05,20,27.06,75.0,3.03,1,Northeast Monsoon
2023-01-05T21:00:00+05:30,2023-01-05,21,27.06,79.19,2.93,1,Northeast Monsoon
2023-01-05T22:00:00+05:30,2023-01-05,22,25.97,78.58,3.57,1,Northeast Monsoon
2023-01-05T23:00:00+05:30,2023-01-05,23,25.74,75.89,3.95,1,Northeast Monsoon
2023-01-06T00:00:00+05:30,2023-01-06,0,26.11,81.29,3.39,1,Northeast Monsoon
2023-01-06T01:00:00+05:30,2023-01-06,1,25.01,81.8,3.01,1,Northeast Monsoon
2023-01-06T02:00:00+05:30,2023-01-06,2,25.74,81.37,2.85,1,Northeast Monsoon
2023-01-06T03:00:00+05:30,2023-01-06,3,26.22,77.49,4.09,1,Northeast Monsoon
2023-01-06T04:00:00+05:30,2023-01-06,4,27.69,76.44,6.15,1,Northeast Monsoon
2023-01-06T05:00:00+05:30,2023-01-06,5,27.18,76.71,3.4,1,Northeast Monsoon
2023-01-06T06:00:00+05:30,2023-01-06,6,27.66,77.42,2.97,1,Northeast Monsoon
2023-01-06T07:00:00+05:30,2023-01-06,7,27.78,71.6,2.87,1,Northeast Monsoon
2023-01-06T08:00:00+05:30,2023-01-06,8,28.16,74.65,2.84,1,Northeast Monsoon
2023-01-06T09:00:00+05:30,2023-01-06,9,29.28,65.37,3.2,1,Northeast Monsoon
2023-01-06T10:00:00+05:30,2023-01-06,10,29.12,69.74,4.38,1,Northeast Monsoon
2023-01-06T11:00:00+05:30,2023-01-06,11,30.85,71.57,2.94,1,Northeast Monsoon
2023-01-06T12:00:00+05:30,2023-01-06,12,28.84,70.41,2.99,1,Northeast Monsoon
2023-01-06T13:00:00+05:30,2023-01-06,13,29.39,67.91,3.11,1,Northeast Monsoon
2023-01-06T14:00:00+05:30,2023-01-06,14,29.51,72.63,2.88,1,Northeast Monsoon
2023-01-06T15:00:00+05:30,2023-01-06,15,29.1,71.93,4.33,1,Northeast Monsoon
2023-01-06T16:00:00+05:30,2023-01-06,16,28.27,68.89,3.8,1,Northeast Monsoon
2023-01-06T17:00:00+05:30,2023-01-06,17,27.51,75.15,3.01,1,Northeast Monsoon
2023-01-06T18:00:00+05:30,2023-01-06,18,27.2,72.11,2.92,1,Northeast Monsoon
2023-01-06T19:00:00+05:30,2023-01-06,19,26.5,76.36,3.54,1,Northeast Monsoon
2023-01-06T20:00:00+05:30,2023-01-06,20,26.32,78.64,4.45,1,Northeast Monsoon
2023-01-06T21:00:00+05:30,2023-01-06,21,26.32,84.06,2.92,1,Northeast Monsoon
2023-01-06T22:00:00+05:30,2023-01-06,22,25.3,81.1,4.05,1,Northeast Monsoon
2023-01-06T23:00:00+05:30,2023-01-06,23,26.05,80.39,3.67,1,Northeast Monsoon
2023-01-07T00:00:00+05:30,2023-01-07,0,26.19,82.41,3.91,1,Northeast Monsoon
2023-01-07T01:00:00+05:30,2023-01-07,1,25.62,80.36,3.26,1,Northeast Monsoon
2023-01-07T02:00:00+05:30,2023-01-07,2,25.69,75.1,3.13,1,Northeast Monsoon
2023-01-07T03:00:00+05:30,2023-01-07,3,26.03,78.93,2.82,1,Northeast Monsoon
2023-01-07T04:00:00+05:30,2023-01-07,4,25.8,78.64,2.83,1,Northeast Monsoon
2023-01-07T05:00:00+05:30,2023-01-07,5,26.13,75.84,4.49,1,Northeast Monsoon
2023-01-07T06:00:00+05:30,2023-01-07,6,27.0,76.0,3.17,1,Northeast Monsoon
2023-01-07T07:00:00+05:30,2023-01-07,7,27.49,71.88,3.07,1,Northeast Monsoon
2023-01-07T08:00:00+05:30,2023-01-07,8,28.87,72.3,5.02,1,Northeast Monsoon
2023-01-07T09:00:00+05:30,2023-01-07,9,29.16,67.23,3.07,1,Northeast Monsoon
2023-01-07T10:00:00+05:30,2023-01-07,10,29.54,71.49,3.54,1,Northeast Monsoon
2023-01-07T11:00:00+05:30,2023-01-07,11,29.03,66.85,3.7,1,Northeast Monsoon
2023-01-07T12:00:00+05:30,2023-01-07,12,29.07,69.62,2.8,1,Northeast Monsoon
2023-01-07T13:00:00+05:30,2023-01-07,13,29.21,69.32,2.9,1,Northeast Monsoon
2023-01-07T14:00:00+05:30,2023-01-07,14,28.6,72.15,2.84,1,Northeast Monsoon
2023-01-07T15:00:00+05:30,2023-01-07,15,29.53,72.82,2.96,1,Northeast Monsoon
2023-01-07T16:00:00+05:30,2023-01-07,16,28.65,72.95,3.29,1,Northeast Monsoon
2023-01-07T17:00:00+05:30,2023-01-07,17,27.25,70.26,2.99,1,Northeast Monsoon
2023-01-07T18:00:00+05:30,2023-01-07,18,27.09,73.46,3.67,1,Northeast Monsoon
2023-01-07T19:00:00+05:30,2023-01-07,19,28.21,74.37,3.53,1,Northeast Monsoon
2023-01-07T20:00:00+05:30,2023-01-07,20,26.36,79.38,3.1,1,Northeast Monsoon
2023-01-07T21:00:00+05:30,2023-01-07,21,26.22,80.87,3.1,1,Northeast Monsoon
2023-01-07T22:00:00+05:30,2023-01-07,22,25.52,78.71,3.88,1,Northeast Monsoon
2023-01-07T23:00:00+05:30,2023-01-07,23,26.34,83.09,3.24,1,Northeast Monsoon
2023-01-08T00:00:00+05:30,2023-01-08,0,26.13,81.09,3.69,1,Northeast Monsoon
2023-01-08T01:00:00+05:30,2023-01-08,1,25.78,79.2,3.1,1,Northeast Monsoon
2023-01-08T02:00:00+05:30,2023-01-08,2,26.09,85.2,4.59,1,Northeast Monsoon
2023-01-08T03:00:00+05:30,2023-01-08,3,26.04,81.08,3.81,1,Northeast Monsoon
2023-01-08T04:00:00+05:30,2023-01-08,4,26.52,78.18,3.24,1,Northeast Monsoon
2023-01-08T05:00:00+05:30,2023-01-08,5,26.68,75.3,3.07,1,Northeast Monsoon
2023-01-08T06:00:00+05:30,2023-01-08,6,26.96,76.72,3.25,1,Northeast Monsoon
2023-01-08T07:00:00+05:30,2023-01-08,7,28.64,69.17,2.96,1,Northeast Monsoon
2023-01-08T08:00:00+05:30,2023-01-08,8,28.94,72.16,3.03,1,Northeast Monsoon
2023-01-08T09:00:00+05:30,2023-01-08,9,28.57,71.48,3.35,1,Northeast Monsoon
2023-01-08T10:00:00+05:30,2023-01-08,10,28.96,72.63,3.55,1,Northeast Monsoon
2023-01-08T11:00:00+05:30,2023-01-08,11,29.2,70.4,3.35,1,Northeast Monsoon
2023-01-08T12:00:00+05:30,2023-01-08,12,29.18,67.77,3.01,1,Northeast Monsoon
2023-01-08T13:00:00+05:30,2023-01-08,13,29.59,66.95,3.09,1,Northeast Monsoon
2023-01-08T14:00:00+05:30,2023-01-08,14,29.28,74.91,2.83,1,Northeast Monsoon
2023-01-08T15:00:00+05:30,2023-01-08,15,28.72,71.56,3.1,1,Northeast Monsoon
2023-01-08T16:00:00+05:30,2023-01-08,16,27.63,70.31,2.96,1,Northeast Monsoon
2023-01-08T17:00:00+05:30,2023-01-08,17,27.12,71.85,2.82,1,Northeast Monsoon
2023-01-08T18:00:00+05:30,2023-01-08,18,27.8,75.11,4.32,1,Northeast Monsoon
2023-01-08T19:00:00+05:30,2023-01-08,19,27.18,72.33,3.51,1,Northeast Monsoon
2023-01-08T20:00:00+05:30,2023-01-08,20,26.94,79.4,3.49,1,Northeast Monsoon
2023-01-08T21:00:00+05:30,2023-01-08,21,26.8,79.29,3.65,1,Northeast Monsoon
2023-01-08T22:00:00+05:30,2023-01-08,22,25.91,82.14,2.82,1,Northeast Monsoon
2023-01-08T23:00:00+05:30,2023-01-08,23,25.38,82.71,2.88,1,Northeast Monsoon
2023-01-09T00:00:00+05:30,2023-01-09,0,25.76,80.67,4.35,1,Northeast Monsoon
2023-01-09T01:00:00+05:30,2023-01-09,1,24.75,80.78,2.83,1,Northeast Monsoon
2023-01-09T02:00:00+05:30,2023-01-09,2,26.11,78.88,3.02,1,Northeast Monsoon
2023-01-09T03:00:00+05:30,2023-01-09,3,26.8,83.3,2.93,1,Northeast Monsoon
2023-01-09T04:00:00+05:30,2023-01-09,4,26.02,77.5,3.54,1,Northeast Monsoon
2023-01-09T05:00:00+05:30,2023-01-09,5,26.67,78.93,3.7,1,Northeast Monsoon
2023-01-09T06:00:00+05:30,2023-01-09,6,27.65,75.31,4.1,1,Northeast Monsoon
2023-01-09T07:00:00+05:30,2023-01-09,7,27.41,73.46,3.63,1,Northeast Monsoon
2023-01-09T08:00:00+05:30,2023-01-09,8,29.07,68.66,3.22,1,Northeast Monsoon
2023-01-09T09:00:00+05:30,2023-01-09,9,28.8,70.07,3.2,1,Northeast Monsoon
2023-01-09T10:00:00+05:30,2023-01-09,10,29.95,69.76,2.88,1,Northeast Monsoon
2023-01-09T11:00:00+05:30,2023-01-09,11,28.8,69.81,3.13,1,Northeast Monsoon
2023-01-09T12:00:00+05:30,2023-01-09,12,29.81,68.47,4.26,1,Northeast Monsoon
2023-01-09T13:00:00+05:30,2023-01-09,13,29.58,68.01,3.06,1,Northeast Monsoon
2023-01-09T14:00:00+05:30,2023-01-09,14,28.58,70.16,3.45,1,Northeast Monsoon
2023-01-09T15:00:00+05:30,2023-01-09,15,29.36,71.1,4.09,1,Northeast Monsoon
2023-01-09T16:00:00+05:30,2023-01-09,16,29.11,70.77,3.78,1,Northeast Monsoon
2023-01-09T17:00:00+05:30,2023-01-09,17,28.76,74.22,2.83,1,Northeast Monsoon
2023-01-09T18:00:00+05:30,2023-01-09,18,27.91,71.88,2.84,1,Northeast Monsoon
2023-01-09T19:00:00+05:30,2023-01-09,19,26.67,72.94,2.83,1,Northeast Monsoon
2023-01-09T20:00:00+05:30,2023-01-09,20,26.04,77.76,4.55,1,Northeast Monsoon
2023-01-09T21:00:00+05:30,2023-01-09,21,25.79,82.36,2.81,1,Northeast Monsoon
2023-01-09T22:00:00+05:30,2023-01-09,22,25.95,81.18,3.01,1,Northeast Monsoon
2023-01-09T23:00:00+05:30,2023-01-09,23,25.47,80.28,2.88,1,Northeast Monsoon
2023-01-10T00:00:00+05:30,2023-01-10,0,25.45,83.06,3.7,1,Northeast Monsoon
2023-01-10T01:00:00+05:30,2023-01-10,1,26.24,82.41,2.86,1,Northeast Monsoon
2023-01-10T02:00:00+05:30,2023-01-10,2,25.56,83.84,3.0,1,Northeast Monsoon
2023-01-10T03:00:00+05:30,2023-01-10,3,26.12,74.78,2.81,1,Northeast Monsoon
2023-01-10T04:00:00+05:30,2023-01-10,4,27.02,77.41,3.22,1,Northeast Monsoon
2023-01-10T05:00:00+05:30,2023-01-10,5,26.62,74.92,2.98,1,Northeast Monsoon
2023-01-10T06:00:00+05:30,2023-01-10,6,27.26,74.85,2.81,1,Northeast Monsoon
2023-01-10T07:00:00+05:30,2023-01-10,7,28.24,71.85,3.2,1,Northeast Monsoon
2023-01-10T08:00:00+05:30,2023-01-10,8,27.82,74.29,3.3,1,Northeast Monsoon
2023-01-10T09:00:00+05:30,2023-01-10,9,28.83,72.23,4.91,1,Northeast Monsoon
2023-01-10T10:00:00+05:30,2023-01-10,10,29.59,67.48,2.87,1,Northeast Monsoon
2023-01-10T11:00:00+05:30,2023-01-10,11,29.14,70.86,3.25,1,Northeast Monsoon
2023-01-10T12:00:00+05:30,2023-01-10,12,29.54,67.89,2.95,1,Northeast Monsoon
2023-01-10T13:00:00+05:30,2023-01-10,13,30.17,66.76,3.1,1,Northeast Monsoon
2023-01-10T14:00:00+05:30,2023-01-10,14,29.98,67.0,3.15,1,Northeast Monsoon
2023-01-10T15:00:00+05:30,2023-01-10,15,29.78,72.62,3.13,1,Northeast Monsoon
2023-01-10T16:00:00+05:30,2023-01-10,16,28.55,72.64,2.97,1,Northeast Monsoon
2023-01-10T17:00:00+05:30,2023-01-10,17,28.57,75.11,3.16,1,Northeast Monsoon
2023-01-10T18:00:00+05:30,2023-01-10,18,26.5,75.98,3.38,1,Northeast Monsoon
2023-01-10T19:00:00+05:30,2023-01-10,19,26.6,75.26,2.85,1,Northeast Monsoon
2023-01-10T20:00:00+05:30,2023-01-10,20,26.71,77.73,3.74,1,Northeast Monsoon
2023-01-10T21:00:00+05:30,2023-01-10,21,25.85,80.55,3.22,1,Northeast Monsoon
2023-01-10T22:00:00+05:30,2023-01-10,22,26.25,82.14,3.76,1,Northeast Monsoon
2023-01-10T23:00:00+05:30,2023-01-10,23,25.19,81.74,3.96,1,Northeast Monsoon
2023-01-11T00:00:00+05:30,2023-01-11,0,25.86,81.17,3.21,1,Northeast Monsoon
2023-01-11T01:00:00+05:30,2023-01-11,1,26.04,80.71,2.89,1,Northeast Monsoon
2023-01-11T02:00:00+05:30,2023-01-11,2,25.39,77.47,3.56,1,Northeast Monsoon
2023-01-11T03:00:00+05:30,2023-01-11,3,26.2,82.46,4.09,1,Northeast Monsoon
2023-01-11T04:00:00+05:30,2023-01-11,4,26.51,80.91,3.69,1,Northeast Monsoon
2023-01-11T05:00:00+05:30,2023-01-11,5,26.95,76.14,3.67,1,Northeast Monsoon
2023-01-11T06:00:00+05:30,2023-01-11,6,26.35,76.89,3.25,1,Northeast Monsoon
2023-01-11T07:00:00+05:30,2023-01-11,7,27.23,73.98,3.06,1,Northeast Monsoon
2023-01-11T08:00:00+05:30,2023-01-11,8,29.0,68.39,3.44,1,Northeast Monsoon
2023-01-11T09:00:00+05:30,2023-01-11,9,29.34,74.16,3.23,1,Northeast Monsoon
2023-01-11T10:00:00+05:30,2023-01-11,10,29.04,69.55,3.16,1,Northeast Monsoon
2023-01-11T11:00:00+05:30,2023-01-11,11,29.5,70.16,2.92,1,Northeast Monsoon
2023-01-11T12:00:00+05:30,2023-01-11,12,28.49,67.65,3.43,1,Northeast Monsoon
2023-01-11T13:00:00+05:30,2023-01-11,13,30.26,70.23,3.46,1,Northeast Monsoon
2023-01-11T14:00:00+05:30,2023-01-11,14,29.34,70.6,3.65,1,Northeast Monsoon
2023-01-11T15:00:00+05:30,2023-01-11,15,29.04,71.46,4.51,1,Northeast Monsoon
2023-01-11T16:00:00+05:30,2023-01-11,16,29.13,67.54,2.88,1,Northeast Monsoon
2023-01-11T17:00:00+05:30,2023-01-11,17,27.84,72.89,3.37,1,Northeast Monsoon
2023-01-11T18:00:00+05:30,2023-01-11,18,28.18,78.48,2.92,1,Northeast Monsoon
2023-01-11T19:00:00+05:30,2023-01-11,19,27.5,77.26,3.62,1,Northeast Monsoon
2023-01-11T20:00:00+05:30,2023-01-11,20,25.9,75.7,2.82,1,Northeast Monsoon
2023-01-11T21:00:00+05:30,2023-01-11,21,26.23,78.36,4.06,1,Northeast Monsoon
2023-01-11T22:00:00+05:30,2023-01-11,22,26.34,80.55,3.96,1,Northeast Monsoon
2023-01-11T23:00:00+05:30,2023-01-11,23,25.61,80.43,4.41,1,Northeast Monsoon
2023-01-12T00:00:00+05:30,2023-01-12,0,26.5,82.16,3.03,1,Northeast Monsoon
2023-01-12T01:00:00+05:30,2023-01-12,1,25.68,82.95,3.19,1,Northeast Monsoon
2023-01-12T02:00:00+05:30,2023-01-12,2,25.9,80.27,3.11,1,Northeast Monsoon
2023-01-12T03:00:00+05:30,2023-01-12,3,26.13,80.07,2.91,1,Northeast Monsoon
2023-01-12T04:00:00+05:30,2023-01-12,4,27.29,76.23,4.32,1,Northeast Monsoon
2023-01-12T05:00:00+05:30,2023-01-12,5,27.38,75.68,3.34,1,Northeast Monsoon
2023-01-12T06:00:00+05:30,2023-01-12,6,26.7,74.91,3.49,1,Northeast Monsoon
2023-01-12T07:00:00+05:30,2023-01-12,7,28.14,71.82,3.01,1,Northeast Monsoon
2023-01-12T08:00:00+05:30,2023-01-12,8,28.52,70.96,3.19,1,Northeast Monsoon
2023-01-12T09:00:00+05:30,2023-01-12,9,28.47,67.91,2.86,1,Northeast Monsoon
2023-01-12T10:00:00+05:30,2023-01-12,10,29.17,69.34,3.22,1,Northeast Monsoon
2023-01-12T11:00:00+05:30,2023-01-12,11,29.16,67.07,3.18,1,Northeast Monsoon
2023-01-12T12:00:00+05:30,2023-01-12,12,29.49,69.74,3.24,1,Northeast Monsoon
2023-01-12T13:00:00+05:30,2023-01-12,13,29.9,68.16,3.05,1,Northeast Monsoon
